review_name,review_name_url,review_short_review,review_short_review_url,review_place_and_date,review_full_review,review_rating,review_rating_url
Robecology,https://www.amazon.com/gp/profile/amzn1.account.AEU332OQVA6XRLA3I2CDMIBP52FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Works fast, and well",https://www.amazon.com/gp/customer-reviews/R3W3P27KT39Z3V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 10, 2020",I use it for glueing shells on mirror frames. Works well.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3W3P27KT39Z3V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Orsolya,https://www.amazon.com/gp/profile/amzn1.account.AGDVIX4OWIUQDK22W2W67UT572MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,👍,https://www.amazon.com/gp/customer-reviews/RCBTS9HWN6B68/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 11, 2020",👍,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RCBTS9HWN6B68/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Cliente Kindle,https://www.amazon.com/gp/profile/amzn1.account.AGIYNYJI5KW7CSJ3TQTJFS55BACA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Bueno,https://www.amazon.com/gp/customer-reviews/R3LF83VUYJBM2G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 18, 2020",Bueno,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3LF83VUYJBM2G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Fatih S.,https://www.amazon.com/gp/profile/amzn1.account.AG7NUPZMP6WHO6ZF5QGYNQQV3V6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works fine,https://www.amazon.com/gp/customer-reviews/RCBG8FGJJ4TX4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 31, 2019",My wife says it’s good,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RCBG8FGJJ4TX4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
S.Williams,https://www.amazon.com/gp/profile/amzn1.account.AGLWW72MHA5WCQVTC7KEXSLWOXKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,👌🏿,https://www.amazon.com/gp/customer-reviews/R2963K9FZBY17N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 4, 2019",👍🏿,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2963K9FZBY17N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Ahmed,https://www.amazon.com/gp/profile/amzn1.account.AF3FOOKNYWWR2X453QAOREWHKUEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Five Stars,https://www.amazon.com/gp/customer-reviews/R1WGNJU1VMALQP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on July 20, 2018",Cheap but works efficiently,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1WGNJU1VMALQP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Jan Marie,https://www.amazon.com/gp/profile/amzn1.account.AHDV7CO5CYLIK2IMMSO6WOPFH4NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Five Stars,https://www.amazon.com/gp/customer-reviews/R1EOG2E6LZ5W2U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 10, 2018",I'm sure it's great! But it arrived too late for my project so sending it back.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1EOG2E6LZ5W2U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Laelow,https://www.amazon.com/gp/profile/amzn1.account.AFHTCHIU3ZPYKLONH6YUJPZDNVFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Five Stars,https://www.amazon.com/gp/customer-reviews/R2HFGPPSU06H6G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 2, 2017",Perfect mini glue gun gets hot enough to do the job,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2HFGPPSU06H6G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Kayla McKay,https://www.amazon.com/gp/profile/amzn1.account.AGV5HK7OHKI5Y7OFKLMTZK7VD2VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Five Stars,https://www.amazon.com/gp/customer-reviews/R2U562PGLNEKT1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 6, 2017",Does exactly what it's supposed to.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2U562PGLNEKT1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFGTTQNAJVNEURPFPVNEIK6LEF3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Five Stars,https://www.amazon.com/gp/customer-reviews/RD0EEOFFRHFLX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on July 6, 2017","Very easy to use, melts glue sticks well",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RD0EEOFFRHFLX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
C Romeo,https://www.amazon.com/gp/profile/amzn1.account.AG7UZ4WUYBJBPDSGORF6V2FPADEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Five Stars,https://www.amazon.com/gp/customer-reviews/R1CB20SOPE0ISD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on July 22, 2017",Good stuff,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1CB20SOPE0ISD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHXQL2E4R2JKCSE3M4D2BTLDL6CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Five Stars,https://www.amazon.com/gp/customer-reviews/R27ZHBQG2Z0K7U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on June 22, 2017",Excellent performance!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R27ZHBQG2Z0K7U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Emma Lukrane,https://www.amazon.com/gp/profile/amzn1.account.AGO4GVULY64NT5DQXUK324WCANZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works,https://www.amazon.com/gp/customer-reviews/R1TADUZE4CSVIB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 29, 2017",Does the job.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1TADUZE4CSVIB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Melina Garza,https://www.amazon.com/gp/profile/amzn1.account.AFOM2GIQZLB24CTEPEU5ODMYMPUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It works like a regular glue gun,https://www.amazon.com/gp/customer-reviews/R18VDOV3NZ272V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 15, 2017","It doesn't get very hot. It works like a regular glue gun, but is no where as hot as the HI TEMP glue gun I owned previously.",3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R18VDOV3NZ272V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Julann C.,https://www.amazon.com/gp/profile/amzn1.account.AGZ3QLDXDDTAZLKAGKP27MAAKPCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Stand is awkward and not functional,https://www.amazon.com/gp/customer-reviews/R1NF8T2B23OT4U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 11, 2021","I purchased this glue gun for it's size, I like crafting with a small glue gun. It would be great if the stand was moveable, if it snapped down out of the way. It's hard plastic and it gets in the way when working on small objects. And it does not stand up well on it's own, so I think it would be an improvement to make it less rigid.",2.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1NF8T2B23OT4U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Peter pan,https://www.amazon.com/gp/profile/amzn1.account.AFQF6KKAYWWS55XVUXBX4OWGTD5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It is good for small art and crafts but not so good ...,https://www.amazon.com/gp/customer-reviews/R1D7VJ2Z8NFANO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 17, 2018",It is good for small art and crafts but not so good for heavy usage.. the low wattage is really a problem.,2.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1D7VJ2Z8NFANO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Aditya,https://www.amazon.com/gp/profile/amzn1.account.AGJXD23BF24ZLTULQ7CD63YRGZRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Useless, doesn't even stick 2 sheets",https://www.amazon.com/gp/customer-reviews/R1KNLOLHCBBS2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on June 15, 2018","I didn't like it, it sticks nothing and whatever i stick with it, like the basic two sheets, it comes off in like 2 mins of it cooling. I didn't get a chance to return it. It is just lying there occupying space.",1.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1KNLOLHCBBS2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Heidi,https://www.amazon.com/gp/profile/amzn1.account.AFMLALWUYVI7B2E5MIGDKUZJWYUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Unworthy,https://www.amazon.com/gp/customer-reviews/R1F2MWJ03QGMTW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 17, 2020",Doesnt get hot... Nothing hold,1.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1F2MWJ03QGMTW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Angélica Dorough,https://www.amazon.com/gp/profile/amzn1.account.AF6GPPO3PJLZR5SMRJ2IAPLV4GVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Excellent product,https://www.amazon.com/gp/customer-reviews/R1KQTI6KAD3Z6A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 22, 2019","I love it my little baby!!! Is perfect for all my project!! But, is important, that you have projects very big is very to use something most bigger!!!",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1KQTI6KAD3Z6A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
seanj8214,https://www.amazon.com/gp/profile/amzn1.account.AFFIZAAAGMDDKRVEQ2LWNXN25YAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Ready to Use,https://www.amazon.com/gp/customer-reviews/R39SOBJ47T532Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 4, 2019","I bought this for a project, cover chair cushions in retro fabric. For what I will use this for in the future is a great value. Comes with glue so you can use out of the box. I highly recommend this if you are an occasional crafter/hobbiest and just need a glue gun in case or for a one off project like mine where you don't want to spend a bunch of money to buy tools for one or two uses.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R39SOBJ47T532Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Gabriele,https://www.amazon.com/gp/profile/amzn1.account.AHWTAR22SJGBHJDM7SLBJUJMRVBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great product... but the price,https://www.amazon.com/gp/customer-reviews/R2S0IMSDX72YNT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 22, 2020","Very good product. It worked really well to glue some car seals that were falling apart. I really like the fact that inside the box you have some glue so the gun is ready to use!
Only down size is the price. You find the same product at 99c stores so not really worth it if you think it that way. I discovered it only after purchasing.",4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2S0IMSDX72YNT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
PrettyinPink,https://www.amazon.com/gp/profile/amzn1.account.AGTQAYLRBMZ4KQFD444DTJOM6B3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great value for the money,https://www.amazon.com/gp/customer-reviews/R29WSRKQRG0VED/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 29, 2019","I am not an expert crafter. But this has done an excellent job as its free standing while plugged in, it doesn’t drip. Lightweight and works smoothly. Adheres well and comes with glue sticks.like ten glue sticks. Great value for the money. I bought this to replace my eleven plus years old glue gun and I am satisfied.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R29WSRKQRG0VED/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Tina,https://www.amazon.com/gp/profile/amzn1.account.AESWM2MPHX6ZQZNDAGWLZRVTFM3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Easy to use,https://www.amazon.com/gp/customer-reviews/R2SHHN7QLRTXW5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on September 3, 2019","I needed to replace gold glue gun- something small, easy and quick to use without having to wait a long time. Came across this and glad i purchased it ! It doesn’t come with a high/low temp. You just plug it in and wait awhile but not a LONG time. It’s really practical :)",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2SHHN7QLRTXW5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Neel P,https://www.amazon.com/gp/profile/amzn1.account.AENM2S5QGS4RZIZZSTT6HZJTFAWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great little hot glue gun,https://www.amazon.com/gp/customer-reviews/R1RP2GXAV4FFG2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on September 28, 2019",This hot glue gun does the job! It melts the glue sticks pretty quickly. The only downside is that the cable is a bit stiff making it hard to stand the glue gun upright.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1RP2GXAV4FFG2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
stargazerlily,https://www.amazon.com/gp/profile/amzn1.account.AHK6J4XBDT5KU6KYVA3JTB52T5HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Saved my craft projects!,https://www.amazon.com/gp/customer-reviews/R2EOHYC4V4VRE7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 21, 2020",I am so happy that I was able to find an inexpensive glue gun for my projects. It arrived fast and in good condition!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2EOHYC4V4VRE7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Hector Duenas,https://www.amazon.com/gp/profile/amzn1.account.AGEJWQF4OTUMW3APRGKZYNDRGNLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Easy to use for your DIYs,https://www.amazon.com/gp/customer-reviews/R1RQEM4JAEB72H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 15, 2019","If you’re a crafty DIY person, this is a must have. It even comes with some glue already. Very easy to use! Be very careful though if you got little ones.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1RQEM4JAEB72H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AEOUJMU3MKK4IAZX3X7Q66G3WYZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,it's a hot one,https://www.amazon.com/gp/customer-reviews/R1HC4CR51OD38C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on September 19, 2019",Works better than my old one which was dying on me. The glue hasn't been dripping out after sitting for a few mins like other brands I've had will.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1HC4CR51OD38C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
miranda,https://www.amazon.com/gp/profile/amzn1.account.AHHFC2ADGHUGATXKME6IGSFY7GYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great deal!,https://www.amazon.com/gp/customer-reviews/RNOU57M3G8JA8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 15, 2019","Love this little glue gun, works great for an excellent price!",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RNOU57M3G8JA8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
jenni,https://www.amazon.com/gp/profile/amzn1.account.AHCTEXMIZPTACEBYVHGJZASO62SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great bargin!,https://www.amazon.com/gp/customer-reviews/R3MFXHNITK6IPS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on September 10, 2019",Works as described and gets the job done! Uses the mini sticks.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3MFXHNITK6IPS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Tahj,https://www.amazon.com/gp/profile/amzn1.account.AEJXS4F5OME4YJORJYD62TMTZY6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works great for light use!,https://www.amazon.com/gp/customer-reviews/R19EL10RRQ077O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 9, 2019","I only needed a hot glue gun for minimal use, and I have been pleased with this one. Great value for price!",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R19EL10RRQ077O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Angela5,https://www.amazon.com/gp/profile/amzn1.account.AGW7OIKDUV2L6T5MKYMRSMQGXA7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works great!,https://www.amazon.com/gp/customer-reviews/R2XHCVWEGRAYF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 16, 2020",This glue gun works great and was super good value. Easy for storing too since it is smaller,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2XHCVWEGRAYF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Jay G,https://www.amazon.com/gp/profile/amzn1.account.AFST7QI6KASDY4RH453VQYI4JOBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great Value,https://www.amazon.com/gp/customer-reviews/R38AN04U2ALZTG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 3, 2020","Small and compact, very easy to use. Wish it came with it's own case",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R38AN04U2ALZTG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Alex Gabrielle,https://www.amazon.com/gp/profile/amzn1.account.AF2DMNJZPF64N2DO4ON3F3ICFUEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great for the price,https://www.amazon.com/gp/customer-reviews/RAUIPO4PLEX01/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 7, 2020",Love this little glue gun! For the price it definitely does the job! Very quick shipping as well. I bought this to do a Easter basket for my little one and it’s coming out great! Amazing find !,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RAUIPO4PLEX01/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Rileys,https://www.amazon.com/gp/profile/amzn1.account.AF3QQIYF5NXBHPMIDW2Y72LU7VCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Very happy,https://www.amazon.com/gp/customer-reviews/R23A4ACJ4XGJJL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 23, 2020",It has a smooth squeeze and an easy to control placement/flow.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R23A4ACJ4XGJJL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
AG,https://www.amazon.com/gp/profile/amzn1.account.AFLC6X3OMAJ76HQDY32NCAQ4ZDQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great product,https://www.amazon.com/gp/customer-reviews/R1MR2BDOCV79RR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 13, 2019",So worth it and works great. Just wish there where a few more glue sticks included,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1MR2BDOCV79RR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Cindy Ellison,https://www.amazon.com/gp/profile/amzn1.account.AEE3KD3XYRTYTUUZIW6TSSQAL34Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Nice,https://www.amazon.com/gp/customer-reviews/R10UJLHPSJSR3Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 5, 2020",Just your normal glue gun. Easy to use and great for the price!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R10UJLHPSJSR3Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Lina María,https://www.amazon.com/gp/profile/amzn1.account.AEF32ONDLOIFWK7V3WQVGEUPAZWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Quality,https://www.amazon.com/gp/customer-reviews/R1IFNEOILQDFAK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 21, 2019","They are great, just what i needed it for",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1IFNEOILQDFAK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Tony D,https://www.amazon.com/gp/profile/amzn1.account.AE2545UNSQUB2X3NIBCS5UPEP5GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Fantastic!,https://www.amazon.com/gp/customer-reviews/R21RAQSYG5TF5Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 5, 2019",This is so great! It's gonna help me so much!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R21RAQSYG5TF5Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
mary marigliano,https://www.amazon.com/gp/profile/amzn1.account.AFSXTJ4I6BDAYWFD7HDOFKBFLEMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good,https://www.amazon.com/gp/customer-reviews/RHH9EZJ21ZMFU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 16, 2020",Good,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RHH9EZJ21ZMFU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Ooangelbaby17,https://www.amazon.com/gp/profile/amzn1.account.AH2M76RBAUAYA3ATLYMVJRTGOGJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good,https://www.amazon.com/gp/customer-reviews/RRUD4TOKNAV8K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 4, 2020",Great,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RRUD4TOKNAV8K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Shah Chowdhury,https://www.amazon.com/gp/profile/amzn1.account.AF3KVBTQZWWPMHCRZ2EW7OJYXMFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,great product...,https://www.amazon.com/gp/customer-reviews/R2ZXDPGPMOOEHD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 7, 2020",work well...,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2ZXDPGPMOOEHD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Katroy,https://www.amazon.com/gp/profile/amzn1.account.AH7S4CTPH22YOW4G2PFINMKXS2XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Thanks,https://www.amazon.com/gp/customer-reviews/R258VXF3Y33OBL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 4, 2019",Thanks,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R258VXF3Y33OBL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
ADRIAN,https://www.amazon.com/gp/profile/amzn1.account.AHRR57DTKOBUNOJT62NKQL52Y26A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Easy to use,https://www.amazon.com/gp/customer-reviews/R6DB69A0Q4VD2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 19, 2019",Easy to use!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R6DB69A0Q4VD2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
